id,name,email,course,grade,gpa,enrollment_date,department,year
97168,Enrique Schumm,enriqueschumm@university.edu,Chemistry,D,0.9899999999999999911182158029987476766109466552734375,2023-10-08,Medicine,3
97169,Kathie Cole,kathiecole@university.edu,Chemistry,C,0.040000000000000000832667268468867405317723751068115234375,2024-01-05,Business,1
97170,Kendall Stehr,kendallstehr@university.edu,Economics,D,1.060000000000000053290705182007513940334320068359375,2023-10-12,Business,3
97171,Allen Brown V,allenbrownv@university.edu,Mathematics,A+,0.9899999999999999911182158029987476766109466552734375,2023-02-14,Arts,4
97172,Carlton Kuhn,carltonkuhn@university.edu,History,C,2.70000000000000017763568394002504646778106689453125,2024-03-14,Business,1
97173,Darron Osinski,darronosinski@university.edu,Economics,F,0.0299999999999999988897769753748434595763683319091796875,2025-09-14,Engineering,2
97174,Esta Franecki,estafranecki@university.edu,Mathematics,C+,1.9699999999999999733546474089962430298328399658203125,2024-09-22,Law,1
97175,Melodee Jacobson,melodeejacobson@university.edu,Biology,A,0.2399999999999999911182158029987476766109466552734375,2024-04-29,Engineering,3
97176,Tonie Ruecker,tonieruecker@university.edu,History,F,2.020000000000000017763568394002504646778106689453125,2025-11-22,Arts,1
97177,Len Willms,lenwillms@university.edu,CS,A-,1.95999999999999996447286321199499070644378662109375,2026-07-08,Business,4
97178,Dr. Harlan Koelpin,dr.harlankoelpin@university.edu,Physics,D,1.7600000000000000088817841970012523233890533447265625,2023-07-10,Engineering,4
97179,Dr. Roscoe Kuvalis,dr.roscoekuvalis@university.edu,English,A+,0.7199999999999999733546474089962430298328399658203125,2024-01-14,Science,4
97180,Mr. Bettie Nicolas,mr.bettienicolas@university.edu,History,B,1.1999999999999999555910790149937383830547332763671875,2025-06-01,Science,2
97181,Leatha Kutch,leathakutch@university.edu,Biology,C-,1.95999999999999996447286321199499070644378662109375,2024-01-28,Arts,2
97182,Audria Stiedemann,audriastiedemann@university.edu,History,F,1.6399999999999999023003738329862244427204132080078125,2023-02-06,Arts,1
97183,Jamey Hudson,jameyhudson@university.edu,CS,C,0.5,2026-08-03,Arts,3
97184,Mrs. Drema Hane,mrs.dremahane@university.edu,Physics,B-,3.70000000000000017763568394002504646778106689453125,2025-12-12,Law,2
97185,Genaro Lubowitz,genarolubowitz@university.edu,Mathematics,F,1.6699999999999999289457264239899814128875732421875,2025-02-09,Law,3
97186,Eda Walsh,edawalsh@university.edu,Chemistry,B,1.12000000000000010658141036401502788066864013671875,2023-02-01,Business,4
97187,Clemmie Wisoky V,clemmiewisokyv@university.edu,History,A-,1.2199999999999999733546474089962430298328399658203125,2023-01-09,Science,1
97188,Natalie Prohaska,natalieprohaska@university.edu,CS,A+,1,2026-06-26,Science,4
97189,Eldon Howe,eldonhowe@university.edu,Biology,B+,0.7199999999999999733546474089962430298328399658203125,2022-10-08,Engineering,3
97190,Clair Streich,clairstreich@university.edu,Economics,D,3.20000000000000017763568394002504646778106689453125,2024-10-22,Arts,1
97191,Barney Daugherty PhD,barneydaughertyphd@university.edu,Mathematics,A-,2.54999999999999982236431605997495353221893310546875,2025-10-26,Business,1
97192,Dick Beer,dickbeer@university.edu,Mathematics,C-,2.0800000000000000710542735760100185871124267578125,2025-04-10,Engineering,3
97193,Sherise Schultz,sheriseschultz@university.edu,History,C-,0.86999999999999999555910790149937383830547332763671875,2026-03-27,Law,4
97194,Jim Brekke,jimbrekke@university.edu,Mathematics,B,0.95999999999999996447286321199499070644378662109375,2026-06-03,Arts,4
97195,Magdalena McKenzie,magdalenamckenzie@university.edu,Chemistry,D,0.67000000000000003996802888650563545525074005126953125,2023-01-30,Medicine,2
97196,Ollie Cole Jr.,olliecolejr.@university.edu,Economics,C-,1.2199999999999999733546474089962430298328399658203125,2022-11-25,Arts,3
97197,Mrs. Kennith Kutch,mrs.kennithkutch@university.edu,Chemistry,C-,0.92000000000000003996802888650563545525074005126953125,2022-12-26,Engineering,4
97198,Jeromy Hermiston,jeromyhermiston@university.edu,Biology,A+,2.4199999999999999289457264239899814128875732421875,2024-08-04,Business,1
97199,Gilda Beer,gildabeer@university.edu,History,A+,1.189999999999999946709294817992486059665679931640625,2024-11-18,Engineering,3
97200,Reva Cummerata,revacummerata@university.edu,History,C-,0.810000000000000053290705182007513940334320068359375,2025-06-24,Business,1
97201,Lecia Waelchi,leciawaelchi@university.edu,Mathematics,C,3.9199999999999999289457264239899814128875732421875,2023-05-21,Arts,2
97202,Von Witting DVM,vonwittingdvm@university.edu,English,C-,0.85999999999999998667732370449812151491641998291015625,2023-02-17,Arts,2
97203,Lester Bashirian I,lesterbashiriani@university.edu,Economics,C-,2.95000000000000017763568394002504646778106689453125,2024-05-31,Arts,3
97204,Carlos Bins III,carlosbinsiii@university.edu,CS,F,2.37999999999999989341858963598497211933135986328125,2025-11-03,Medicine,3
97205,Dr. Dori Schumm,dr.dorischumm@university.edu,Mathematics,D,3.220000000000000195399252334027551114559173583984375,2026-06-11,Engineering,3
97206,Hilario Pollich,hilariopollich@university.edu,Mathematics,B+,0.63000000000000000444089209850062616169452667236328125,2023-08-14,Law,3
97207,Bernie Treutel,bernietreutel@university.edu,Chemistry,C+,2.0099999999999997868371792719699442386627197265625,2026-09-15,Medicine,3
97208,Lorraine Torphy DVM,lorrainetorphydvm@university.edu,Economics,C+,0.440000000000000002220446049250313080847263336181640625,2022-12-16,Science,2
97209,Willian Haley,willianhaley@university.edu,Biology,F,2.8300000000000000710542735760100185871124267578125,2024-04-26,Engineering,2
97210,Alden Collins,aldencollins@university.edu,Chemistry,C-,1.899999999999999911182158029987476766109466552734375,2025-10-18,Engineering,4
97211,Sina Murray,sinamurray@university.edu,Economics,B+,1.229999999999999982236431605997495353221893310546875,2026-02-22,Arts,2
97212,Tomi Armstrong,tomiarmstrong@university.edu,English,B-,0.9899999999999999911182158029987476766109466552734375,2024-12-23,Medicine,3
97213,Deb Auer,debauer@university.edu,Biology,B+,0.270000000000000017763568394002504646778106689453125,2026-02-10,Arts,4
97214,Ronny Torphy,ronnytorphy@university.edu,Mathematics,A-,2.439999999999999946709294817992486059665679931640625,2025-08-21,Medicine,2
97215,Christian Crooks,christiancrooks@university.edu,Physics,A,2.9900000000000002131628207280300557613372802734375,2025-07-24,Medicine,3
97216,Rosalba Moen,rosalbamoen@university.edu,Chemistry,F,2.399999999999999911182158029987476766109466552734375,2024-08-06,Medicine,1
97217,Sam Balistreri,sambalistreri@university.edu,Chemistry,F,1.6599999999999999200639422269887290894985198974609375,2025-10-30,Law,1
97218,Ms. Magaly Dare,ms.magalydare@university.edu,Economics,B,3.180000000000000159872115546022541821002960205078125,2026-09-14,Science,4
97219,Lindsay Daugherty PhD,lindsaydaughertyphd@university.edu,Economics,D,2.890000000000000124344978758017532527446746826171875,2024-07-03,Business,4
97220,Angelo Tromp,angelotromp@university.edu,English,F,0.82999999999999996003197111349436454474925994873046875,2023-04-17,Law,3
97221,Leonarda Murray,leonardamurray@university.edu,History,B-,2.310000000000000053290705182007513940334320068359375,2023-10-04,Business,1
97222,Edmundo Reichert,edmundoreichert@university.edu,Physics,A-,0.92000000000000003996802888650563545525074005126953125,2026-03-09,Engineering,2
97223,Cathie Wunsch,cathiewunsch@university.edu,English,C-,1.12999999999999989341858963598497211933135986328125,2024-03-16,Business,2
97224,Miss Hiroko Gutmann,misshirokogutmann@university.edu,Economics,C-,0.320000000000000006661338147750939242541790008544921875,2024-04-30,Arts,4
97225,Edmund Thompson,edmundthompson@university.edu,Physics,C+,3.399999999999999911182158029987476766109466552734375,2024-05-25,Engineering,1
97226,Athena Toy,athenatoy@university.edu,Biology,D,1.8300000000000000710542735760100185871124267578125,2025-11-03,Business,4
97227,Codi Emard,codiemard@university.edu,Chemistry,C,3.62999999999999989341858963598497211933135986328125,2023-02-02,Medicine,4
97228,Ernesto Ledner,ernestoledner@university.edu,English,A-,2.160000000000000142108547152020037174224853515625,2024-06-14,Medicine,1
97229,Herman Bednar,hermanbednar@university.edu,CS,A+,3.430000000000000159872115546022541821002960205078125,2026-05-05,Medicine,1
97230,Ray Mitchell,raymitchell@university.edu,Economics,C,2.25,2022-10-09,Law,3
97231,Blanche Koch DVM,blanchekochdvm@university.edu,Chemistry,B-,3.37999999999999989341858963598497211933135986328125,2023-02-07,Science,1
97232,Mr. Odelia Trantow,mr.odeliatrantow@university.edu,Mathematics,B+,3.930000000000000159872115546022541821002960205078125,2025-07-08,Science,3
97233,Augustine Kling,augustinekling@university.edu,CS,A,3.79999999999999982236431605997495353221893310546875,2026-07-02,Business,1
97234,Alejandro Gutmann,alejandrogutmann@university.edu,History,D,1.70999999999999996447286321199499070644378662109375,2024-12-19,Medicine,1
97235,Antonina Veum,antoninaveum@university.edu,Chemistry,B,2.160000000000000142108547152020037174224853515625,2024-11-14,Medicine,4
97236,Charlesetta Block,charlesettablock@university.edu,CS,D,1.1799999999999999378275106209912337362766265869140625,2023-01-25,Business,4
97237,Casimira Watsica Jr.,casimirawatsicajr.@university.edu,CS,B-,1.5900000000000000799360577730112709105014801025390625,2023-09-04,Business,3
97238,Ike Jenkins,ikejenkins@university.edu,History,C,2.720000000000000195399252334027551114559173583984375,2025-03-26,Business,2
97239,Dr. Consuela Emard,dr.consuelaemard@university.edu,English,A+,0.01000000000000000020816681711721685132943093776702880859375,2024-05-20,Medicine,4
97240,Estelle Beier MD,estellebeiermd@university.edu,Economics,B,2.5800000000000000710542735760100185871124267578125,2023-08-15,Law,1
97241,Brande Stiedemann,brandestiedemann@university.edu,History,B,1.439999999999999946709294817992486059665679931640625,2025-12-13,Science,4
97242,Bart Buckridge,bartbuckridge@university.edu,CS,F,1.79000000000000003552713678800500929355621337890625,2024-12-31,Arts,3
97243,Harley Crooks,harleycrooks@university.edu,Economics,C-,0.0200000000000000004163336342344337026588618755340576171875,2025-04-12,Medicine,2
97244,Joana White,joanawhite@university.edu,Mathematics,A,1.62999999999999989341858963598497211933135986328125,2026-02-11,Business,4
97245,Deedra Blick,deedrablick@university.edu,Chemistry,B,2.729999999999999982236431605997495353221893310546875,2022-10-01,Engineering,3
97246,Elisha Purdy,elishapurdy@university.edu,Mathematics,A,2.220000000000000195399252334027551114559173583984375,2023-05-22,Business,4
97247,Ms. Darleen Reynolds,ms.darleenreynolds@university.edu,History,A,3.37000000000000010658141036401502788066864013671875,2024-03-31,Business,1
97248,Shenna Wolf,shennawolf@university.edu,History,D,0.200000000000000011102230246251565404236316680908203125,2023-01-16,Business,3
97249,Dannie Crona,danniecrona@university.edu,Mathematics,C+,2.899999999999999911182158029987476766109466552734375,2026-04-18,Arts,4
97250,Beau Leannon,beauleannon@university.edu,Chemistry,C,0.270000000000000017763568394002504646778106689453125,2023-09-30,Science,4
97251,Johnathan Wunsch,johnathanwunsch@university.edu,Chemistry,C+,2.839999999999999857891452847979962825775146484375,2026-05-16,Engineering,1
97252,Moises Hermann MD,moiseshermannmd@university.edu,History,C,0.35999999999999998667732370449812151491641998291015625,2024-01-10,Medicine,3
97253,Ted Maggio,tedmaggio@university.edu,Biology,A+,2.54999999999999982236431605997495353221893310546875,2022-10-01,Business,3
97254,Yuko Lebsack,yukolebsack@university.edu,Mathematics,C-,3.140000000000000124344978758017532527446746826171875,2024-05-27,Engineering,2
97255,Miss Dalton Turner,missdaltonturner@university.edu,Physics,B,1.270000000000000017763568394002504646778106689453125,2025-08-29,Engineering,2
97256,Mr. Azalee Cummerata,mr.azaleecummerata@university.edu,Biology,C-,3.060000000000000053290705182007513940334320068359375,2022-10-27,Engineering,1
97257,Miss Cortney Wiza,misscortneywiza@university.edu,Biology,D,2.390000000000000124344978758017532527446746826171875,2023-11-26,Business,1
97258,Dr. Myung Rempel,dr.myungrempel@university.edu,CS,C,1.8000000000000000444089209850062616169452667236328125,2025-03-30,Business,1
97259,Nohemi Fay,nohemifay@university.edu,English,C+,3.720000000000000195399252334027551114559173583984375,2023-03-06,Business,1
97260,Sherron Wiegand,sherronwiegand@university.edu,CS,A-,2.8300000000000000710542735760100185871124267578125,2022-10-21,Science,4
97261,Rocky Rolfson,rockyrolfson@university.edu,English,A-,3.410000000000000142108547152020037174224853515625,2026-08-07,Business,1
97262,Edmundo Schimmel,edmundoschimmel@university.edu,CS,A,1.310000000000000053290705182007513940334320068359375,2025-07-23,Science,4
97263,Kandi Abbott,kandiabbott@university.edu,History,A-,1.100000000000000088817841970012523233890533447265625,2024-05-02,Medicine,1
97264,Jamie Kirlin,jamiekirlin@university.edu,Biology,C-,2.9900000000000002131628207280300557613372802734375,2025-09-17,Engineering,4
97265,Mora Hegmann,morahegmann@university.edu,Physics,A,1.9099999999999999200639422269887290894985198974609375,2026-05-12,Arts,4
97266,Antwan Kulas DVM,antwankulasdvm@university.edu,Chemistry,B+,3.29999999999999982236431605997495353221893310546875,2024-11-14,Law,2
97267,Hunter Hilpert III,hunterhilpertiii@university.edu,Physics,B-,3.9199999999999999289457264239899814128875732421875,2024-11-24,Science,3
97268,Cecily Mraz,cecilymraz@university.edu,Economics,B+,0.01000000000000000020816681711721685132943093776702880859375,2023-02-09,Science,1
97269,Mr. Russell Weimann,mr.russellweimann@university.edu,History,C-,0.7600000000000000088817841970012523233890533447265625,2023-05-16,Arts,4
97270,Courtney Abernathy,courtneyabernathy@university.edu,Biology,B+,0.68000000000000004884981308350688777863979339599609375,2024-06-28,Science,3
97271,Renato Veum,renatoveum@university.edu,CS,C,1.9299999999999999378275106209912337362766265869140625,2024-11-23,Law,4
97272,Miss Kendrick Aufderhar,misskendrickaufderhar@university.edu,Physics,D,3.45000000000000017763568394002504646778106689453125,2023-08-31,Science,2
97273,Sirena Crist,sirenacrist@university.edu,Physics,B+,1.729999999999999982236431605997495353221893310546875,2023-05-02,Medicine,3
97274,Dr. Emma Ortiz,dr.emmaortiz@university.edu,Chemistry,F,1.100000000000000088817841970012523233890533447265625,2024-05-29,Science,1
97275,Isreal Hegmann,isrealhegmann@university.edu,Mathematics,B+,2.020000000000000017763568394002504646778106689453125,2024-02-05,Law,3
97276,Wynell Luettgen I,wynellluettgeni@university.edu,Biology,A,3.9199999999999999289457264239899814128875732421875,2024-05-09,Medicine,1
97277,Mrs. Ella Hilpert,mrs.ellahilpert@university.edu,English,C+,1.270000000000000017763568394002504646778106689453125,2024-01-02,Science,4
97278,Brook Dare,brookdare@university.edu,History,A+,0.25,2023-01-04,Business,1
97279,Palma Terry,palmaterry@university.edu,History,A+,0.810000000000000053290705182007513940334320068359375,2024-06-06,Medicine,3
97280,Warren Steuber DVM,warrensteuberdvm@university.edu,Biology,C-,1.3899999999999999023003738329862244427204132080078125,2025-02-14,Law,3
97281,Oren Ledner,orenledner@university.edu,Physics,B+,0.83999999999999996891375531049561686813831329345703125,2023-03-06,Medicine,4
97282,Leif Batz,leifbatz@university.edu,Chemistry,C-,2.140000000000000124344978758017532527446746826171875,2025-08-28,Engineering,4
97283,Magaly Kertzmann III,magalykertzmanniii@university.edu,Chemistry,A+,0.289999999999999980015985556747182272374629974365234375,2025-05-26,Business,1
97284,Krystal Schulist Jr.,krystalschulistjr.@university.edu,English,C-,1.5100000000000000088817841970012523233890533447265625,2024-07-21,Arts,2
97285,Miss Bennie Toy,missbennietoy@university.edu,Physics,B+,3.79999999999999982236431605997495353221893310546875,2026-01-08,Business,3
97286,Josiah Schuster,josiahschuster@university.edu,Chemistry,A+,3.45999999999999996447286321199499070644378662109375,2024-06-05,Arts,1
97287,Earnestine Blanda,earnestineblanda@university.edu,Economics,A+,1.060000000000000053290705182007513940334320068359375,2024-04-10,Arts,3
97288,Whitley Kiehn,whitleykiehn@university.edu,Economics,B,3.79000000000000003552713678800500929355621337890625,2023-08-30,Business,3
97289,Danilo Bahringer,danilobahringer@university.edu,History,C-,3.20000000000000017763568394002504646778106689453125,2026-08-14,Business,3
97290,Herminia Fadel,herminiafadel@university.edu,Chemistry,A-,3.390000000000000124344978758017532527446746826171875,2025-03-22,Law,1
97291,Lanny Larson,lannylarson@university.edu,History,A,3.37000000000000010658141036401502788066864013671875,2024-09-02,Medicine,4
97292,Joan Monahan,joanmonahan@university.edu,Physics,C-,1.0700000000000000621724893790087662637233734130859375,2023-09-26,Science,4
97293,Sharell Greenfelder,sharellgreenfelder@university.edu,Economics,C-,0.9899999999999999911182158029987476766109466552734375,2026-09-12,Law,4
97294,Jc O'Hara,jcohara@university.edu,Biology,A+,2.5099999999999997868371792719699442386627197265625,2023-04-23,Arts,4
97295,Dr. Hong Pfannerstill,dr.hongpfannerstill@university.edu,CS,B-,2.149999999999999911182158029987476766109466552734375,2024-10-31,Science,4
97296,Marybeth Bartell PhD,marybethbartellphd@university.edu,Biology,C,3.589999999999999857891452847979962825775146484375,2026-02-10,Science,1
97297,Steve Reilly,stevereilly@university.edu,Physics,F,3.649999999999999911182158029987476766109466552734375,2024-07-02,Arts,2
97298,Demarcus Carroll,demarcuscarroll@university.edu,Physics,C-,0.179999999999999993338661852249060757458209991455078125,2024-07-14,Science,3
97299,Bill Jacobi,billjacobi@university.edu,English,B,1.4899999999999999911182158029987476766109466552734375,2025-12-25,Engineering,3
97300,Crystal Donnelly,crystaldonnelly@university.edu,History,B-,2.79999999999999982236431605997495353221893310546875,2023-02-24,Medicine,1
97301,Margarite Schamberger,margariteschamberger@university.edu,CS,B-,3.399999999999999911182158029987476766109466552734375,2022-12-21,Arts,3
97302,Marketta McLaughlin,markettamclaughlin@university.edu,Economics,A,3.689999999999999946709294817992486059665679931640625,2026-06-03,Engineering,1
97303,Gwenn Will,gwennwill@university.edu,CS,D,2.069999999999999840127884453977458178997039794921875,2025-01-05,Medicine,1
97304,Spencer Kshlerin,spencerkshlerin@university.edu,Physics,B,3.95000000000000017763568394002504646778106689453125,2024-06-21,Engineering,1
97305,Hai Erdman,haierdman@university.edu,English,C,2.470000000000000195399252334027551114559173583984375,2024-07-30,Law,2
97306,Brook Boehm,brookboehm@university.edu,Chemistry,B-,0.2800000000000000266453525910037569701671600341796875,2022-09-22,Law,4
97307,Antonietta Torp,antoniettatorp@university.edu,CS,B-,0.9699999999999999733546474089962430298328399658203125,2026-01-31,Arts,2
97308,Alison Fisher,alisonfisher@university.edu,English,D,3.060000000000000053290705182007513940334320068359375,2025-04-12,Business,4
97309,Tanner Renner,tannerrenner@university.edu,History,A+,3.689999999999999946709294817992486059665679931640625,2023-11-12,Law,1
97310,Sade Satterfield,sadesatterfield@university.edu,Chemistry,A-,2.819999999999999840127884453977458178997039794921875,2025-08-10,Engineering,4
97311,Dennis Daniel IV,dennisdanieliv@university.edu,History,B,3.37000000000000010658141036401502788066864013671875,2023-05-08,Science,4
97312,Fredric Kemmer I,fredrickemmeri@university.edu,Mathematics,F,1.7199999999999999733546474089962430298328399658203125,2026-06-24,Science,4
97313,Abel Carroll Jr.,abelcarrolljr.@university.edu,English,B-,0.6999999999999999555910790149937383830547332763671875,2022-11-13,Arts,3
97314,Marcelino Mann,marcelinomann@university.edu,Chemistry,A+,1.3400000000000000799360577730112709105014801025390625,2023-10-18,Engineering,1
97315,Lynwood Bode,lynwoodbode@university.edu,History,A-,2.270000000000000017763568394002504646778106689453125,2024-01-11,Business,1
97316,Jc Kunze,jckunze@university.edu,CS,B-,3.720000000000000195399252334027551114559173583984375,2024-02-15,Science,4
97317,Roselle Corkery,rosellecorkery@university.edu,English,A,2.569999999999999840127884453977458178997039794921875,2023-05-27,Business,4
97318,Tyree McCullough,tyreemccullough@university.edu,English,C-,3.399999999999999911182158029987476766109466552734375,2026-04-19,Business,2
97319,Carlene Hahn,carlenehahn@university.edu,English,F,1.0700000000000000621724893790087662637233734130859375,2023-02-10,Science,1
97320,Gary Krajcik,garykrajcik@university.edu,Physics,C,0.95999999999999996447286321199499070644378662109375,2025-05-18,Medicine,2
97321,Granville Rogahn,granvillerogahn@university.edu,Chemistry,A+,1.2800000000000000266453525910037569701671600341796875,2025-06-05,Science,4
97322,Irvin O'Hara,irvinohara@university.edu,CS,B-,1.520000000000000017763568394002504646778106689453125,2024-03-24,Law,2
97323,Dane Jast,danejast@university.edu,Chemistry,C,2.609999999999999875655021241982467472553253173828125,2024-10-21,Law,2
97324,Johnnie Glover,johnnieglover@university.edu,Mathematics,C,1.5500000000000000444089209850062616169452667236328125,2023-05-30,Arts,4
97325,Eleni Corwin MD,elenicorwinmd@university.edu,History,C-,0.810000000000000053290705182007513940334320068359375,2023-07-23,Science,1
97326,Scott McKenzie,scottmckenzie@university.edu,History,C+,3.680000000000000159872115546022541821002960205078125,2023-10-06,Science,3
97327,Marlene Gulgowski,marlenegulgowski@university.edu,Physics,F,3.479999999999999982236431605997495353221893310546875,2026-06-11,Arts,2
97328,Miss Donny Stroman,missdonnystroman@university.edu,English,B+,3.600000000000000088817841970012523233890533447265625,2024-10-30,Engineering,4
97329,Dr. Charmaine Runte,dr.charmainerunte@university.edu,English,F,2.9900000000000002131628207280300557613372802734375,2022-10-15,Business,1
97330,Refugio Graham,refugiograham@university.edu,History,A-,0.810000000000000053290705182007513940334320068359375,2023-03-07,Arts,1
97331,Claudio Metz DVM,claudiometzdvm@university.edu,Biology,B,2.29999999999999982236431605997495353221893310546875,2025-01-24,Law,2
97332,Damon Ortiz Sr.,damonortizsr.@university.edu,History,F,0.440000000000000002220446049250313080847263336181640625,2026-06-16,Engineering,3
97333,Antonio Lebsack,antoniolebsack@university.edu,Chemistry,B,1.29000000000000003552713678800500929355621337890625,2022-11-30,Medicine,4
97334,Lance Lang,lancelang@university.edu,History,F,0.2300000000000000099920072216264088638126850128173828125,2025-09-25,Engineering,2
97335,Elois Leuschke,eloisleuschke@university.edu,Biology,C-,1.7600000000000000088817841970012523233890533447265625,2022-11-28,Arts,1
97336,Odell Hudson,odellhudson@university.edu,History,B,3.8300000000000000710542735760100185871124267578125,2024-03-18,Arts,2
97337,Bobbie Mertz IV,bobbiemertziv@university.edu,Economics,C+,0.13000000000000000444089209850062616169452667236328125,2024-05-28,Arts,2
97338,Cristopher Huels,cristopherhuels@university.edu,Chemistry,A-,3.319999999999999840127884453977458178997039794921875,2026-06-18,Arts,3
97339,Paris Daniel,parisdaniel@university.edu,Mathematics,C-,1.5300000000000000266453525910037569701671600341796875,2024-06-27,Arts,2
97340,Louis Kutch,louiskutch@university.edu,Economics,C,2.29000000000000003552713678800500929355621337890625,2023-08-02,Business,4
97341,Ted Wintheiser,tedwintheiser@university.edu,History,C,2.45000000000000017763568394002504646778106689453125,2023-03-24,Engineering,2
97342,Charles Hill,charleshill@university.edu,Mathematics,A-,1.95999999999999996447286321199499070644378662109375,2025-09-04,Law,4
97343,Hien Fadel,hienfadel@university.edu,Physics,D,0.84999999999999997779553950749686919152736663818359375,2025-10-27,Arts,4
97344,Waneta Feil V,wanetafeilv@university.edu,English,C-,3.859999999999999875655021241982467472553253173828125,2023-06-24,Business,3
97345,Ike Blick,ikeblick@university.edu,History,A+,0.5100000000000000088817841970012523233890533447265625,2026-08-21,Business,2
97346,Dennis Daugherty,dennisdaugherty@university.edu,Chemistry,A,1.62000000000000010658141036401502788066864013671875,2025-06-09,Law,3
97347,Brady McGlynn III,bradymcglynniii@university.edu,CS,B,3.04000000000000003552713678800500929355621337890625,2024-06-20,Science,3
97348,Dr. Lera Cummings,dr.leracummings@university.edu,Mathematics,A,1.399999999999999911182158029987476766109466552734375,2026-05-01,Medicine,1
97349,Tony Rohan,tonyrohan@university.edu,CS,C-,1.9199999999999999289457264239899814128875732421875,2023-10-17,Engineering,2
97350,Otis Legros,otislegros@university.edu,Economics,B+,0.2600000000000000088817841970012523233890533447265625,2024-07-09,Medicine,1
97351,Margene Aufderhar,margeneaufderhar@university.edu,CS,F,0.58999999999999996891375531049561686813831329345703125,2024-04-09,Science,4
97352,Russel Flatley,russelflatley@university.edu,Physics,B+,3.2599999999999997868371792719699442386627197265625,2026-02-08,Medicine,3
97353,Jessika Grady,jessikagrady@university.edu,Chemistry,C-,3.5099999999999997868371792719699442386627197265625,2026-08-07,Engineering,3
97354,Richard Schuster,richardschuster@university.edu,Economics,C,1.87000000000000010658141036401502788066864013671875,2026-06-20,Arts,3
97355,Amparo Williamson,amparowilliamson@university.edu,Physics,D,1.6599999999999999200639422269887290894985198974609375,2023-01-19,Business,2
97356,Ms. Delphine Kihn,ms.delphinekihn@university.edu,English,B+,2.62999999999999989341858963598497211933135986328125,2023-12-27,Business,1
97357,Mrs. Ron Hyatt,mrs.ronhyatt@university.edu,History,A-,3.819999999999999840127884453977458178997039794921875,2025-11-11,Law,4
97358,Mrs. Osvaldo Bogisich,mrs.osvaldobogisich@university.edu,Biology,C-,1.5800000000000000710542735760100185871124267578125,2026-08-02,Arts,1
97359,Diego Leffler Sr.,diegolefflersr.@university.edu,Biology,F,2.359999999999999875655021241982467472553253173828125,2024-09-02,Arts,3
97360,Glenn Grimes DDS,glenngrimesdds@university.edu,CS,F,1.25,2025-08-05,Science,1
97361,Miss Tom McGlynn,misstommcglynn@university.edu,English,B+,3.87000000000000010658141036401502788066864013671875,2024-12-28,Business,3
97362,Kendra Rutherford,kendrarutherford@university.edu,Biology,B+,1.1599999999999999200639422269887290894985198974609375,2024-11-22,Arts,2
97363,Dewayne Ferry,dewayneferry@university.edu,English,A,3.04999999999999982236431605997495353221893310546875,2026-08-13,Science,4
97364,Santos Yost,santosyost@university.edu,Mathematics,D,0.460000000000000019984014443252817727625370025634765625,2023-07-12,Medicine,1
97365,Diedra Block,diedrablock@university.edu,Chemistry,A+,0.4899999999999999911182158029987476766109466552734375,2025-10-19,Law,3
97366,Winford Deckow,winforddeckow@university.edu,Biology,B,1.649999999999999911182158029987476766109466552734375,2023-06-05,Law,1
97367,Abdul Schuppe,abdulschuppe@university.edu,English,A-,2.62999999999999989341858963598497211933135986328125,2022-10-14,Engineering,3
97368,Lala Hudson MD,lalahudsonmd@university.edu,History,A+,0.190000000000000002220446049250313080847263336181640625,2023-04-25,Law,4
97369,Wilhemina Gulgowski,wilheminagulgowski@university.edu,English,A+,1.729999999999999982236431605997495353221893310546875,2026-07-30,Engineering,3
97370,Thalia Bogan Jr.,thaliaboganjr.@university.edu,Physics,C+,2.939999999999999946709294817992486059665679931640625,2024-12-21,Law,2
97371,Fletcher Rutherford,fletcherrutherford@university.edu,Mathematics,C+,1.899999999999999911182158029987476766109466552734375,2026-04-05,Law,1
97372,Shannan Price,shannanprice@university.edu,Economics,A-,0.2600000000000000088817841970012523233890533447265625,2023-10-25,Engineering,3
97373,Chester Walsh,chesterwalsh@university.edu,Biology,B+,3.4900000000000002131628207280300557613372802734375,2025-09-10,Science,4
97374,Bertha Kertzmann,berthakertzmann@university.edu,English,A-,2.640000000000000124344978758017532527446746826171875,2022-12-12,Business,1
97375,Pam Aufderhar Jr.,pamaufderharjr.@university.edu,Mathematics,A-,3.45999999999999996447286321199499070644378662109375,2022-12-16,Arts,2
97376,Mrs. Domenic Jaskolski,mrs.domenicjaskolski@university.edu,Physics,B+,0.7399999999999999911182158029987476766109466552734375,2024-01-09,Engineering,3
97377,Amado Smith,amadosmith@university.edu,Mathematics,A,0.059999999999999997779553950749686919152736663818359375,2024-02-02,Law,1
97378,Mr. Madeline Lockman,mr.madelinelockman@university.edu,Biology,D,2.0099999999999997868371792719699442386627197265625,2024-09-12,Arts,3
97379,Shizue White,shizuewhite@university.edu,Chemistry,B,2.930000000000000159872115546022541821002960205078125,2026-07-23,Science,4
97380,Charity Gutmann,charitygutmann@university.edu,English,A-,0.939999999999999946709294817992486059665679931640625,2023-02-17,Science,1
97381,Edmund Sanford,edmundsanford@university.edu,Mathematics,B-,2.350000000000000088817841970012523233890533447265625,2026-04-16,Engineering,4
97382,Sharen Hoppe I,sharenhoppei@university.edu,English,B-,2.29999999999999982236431605997495353221893310546875,2025-06-26,Engineering,4
